Website,Connection Establishment Time_x,RTT_x,Initial Response_x,Latency_x,Page Load Time_x,Dependency Load Time_x,Page Size_x,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type_x
craigslist.org,1172.88160324097,158.089399337769,354,79.0446996688843,8508,2942,51272,Malaysia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,1358.58583450317,170.230150222778,450,85.1150751113892,5558,4090,200247,Malaysia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,661.754131317139,160.548686981201,334,80.2743434906006,,3134,92556,Malaysia,318,185541,41821186,Other
cricbuzz.com,500.462293624878,161.196947097778,206,80.5984735488892,17433,984,145643,Malaysia,996,67660,31366985,Other
timeanddate.com,784.914255142212,202.574253082275,444,101.287126541138,,2563,68100,Malaysia,0,76572,16842025,Other
whatsapp.com,333.143949508667,159.441709518433,829,79.7208547592163,6092,3706,258743,Malaysia,738,17946,18783593,Other
rottentomatoes.com,833.76955986023,165.008783340454,176,82.5043916702271,4332,2369,337575,Malaysia,318,1979,105682,Entertainment Websites
bbc.com,329.21838760376,169.712781906128,161,84.856390953064,8696,6161,221200,Malaysia,159,1010,44355,News Websites
bestbuy.com,376.452922821045,161.949157714844,275,80.9745788574219,3274,2918,6928,Malaysia,181,864,24976,E-commerce Platforms
healthline.com,629.765033721924,159.956455230713,958,79.9782276153564,,17167,352746,Malaysia,15768,743403,25675179,Health and Medical Websites
thefreedictionary.com,783.256053924561,159.86156463623,406,79.9307823181152,9070,2031,192457,Malaysia,354,32663,25847621,Educational Websites
xvideos.com,1159.06405448914,161.179780960083,449,80.5898904800415,5027,3601,1291490,Malaysia,824,3954,103375,Other
spotify.com,331.552267074585,160.147428512573,246,80.0737142562866,17093,3184,188640,Malaysia,477,30920,23373957,Entertainment Websites
ebay.com,2308.22515487671,160.864114761353,582,80.4320573806763,7185,4452,346425,Malaysia,160,24212,4827849,E-commerce Platforms
pornhub.com,341.058731079102,162.449598312378,517,81.224799156189,9546,3395,673891,Malaysia,180,10272,7333233,Other
ytmp3.cc,506.824016571045,158.994197845459,194,79.4970989227295,5756,2688,164963,Malaysia,320,18585,15441526,Other
steampowered.com,403.564214706421,163.666963577271,193,81.8334817886353,5173,2653,501492,Malaysia,0,1450,1510139,Other
investopedia.com,326.825141906738,163.607120513916,6936,81.803560256958,7336,7329,147,Malaysia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
blog.google,354.357242584229,158.589601516724,454,79.2948007583618,11367,2114,310949,Malaysia,2233,78999,25583050,Other
cnbc.com,1006.29639625549,158.532381057739,380,79.2661905288696,3317,1425,2214617,Malaysia,1372,8833,89390,News Websites
indiatimes.com,357.577562332153,159.23023223877,188,79.6151161193848,15736,1517,1119088,Malaysia,834,107034,50860415,Other
flashscore.com,330.671072006226,165.59910774231,173,82.7995538711548,3202,1923,298162,Malaysia,173,3674,1353058,Other
speedtest.net,486.956834793091,159.369230270386,1441,79.6846151351929,,2900,208964,Malaysia,490,180607,63597067,Other
ssyoutube.com,1386.16681098938,159.509897232056,618,79.7549486160278,4990,2489,30024,Malaysia,477,8537,4641151,Other
unsplash.com,551.339387893677,221.253156661987,170,110.626578330994,7423,2887,388812,Malaysia,321,5193,3144973,Other
vocabulary.com,347.562551498413,162.720441818237,1227,81.3602209091187,12643,4563,44883,Malaysia,159,60913,12265727,Other
mcdonalds.com,850.985527038574,171.328544616699,223,85.6642723083496,5328,3412,265421,Malaysia,312,3921,3476050,Other
deepl.com,992.383718490601,184.592485427856,766,92.2962427139282,5961,4428,226164,Malaysia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
bloomberg.com,675.413370132446,161.157131195068,182,80.5785655975342,,2314,14807,Malaysia,160,2171,963852,Financial Websites
forbes.com,486.360788345337,163.798332214355,166,81.8991661071777,,2492,922613,Malaysia,1019,212838,39122548,Financial Websites
booking.com,645.395994186401,158.913850784302,656,79.4569253921509,9657,2714,717000,Malaysia,1065,15818,6288935,Other
xhamster.com,353.776454925537,172.193050384521,795,86.0965251922607,15560,4875,328640,Malaysia,525,41571,8517968,Other
xe.com,607.59449005127,167.513370513916,390,83.756685256958,6281,3924,534329,Malaysia,375,17187,9368964,Other
coinmarketcap.com,328.2630443573,159.997224807739,222,79.9986124038696,4897,2809,275490,Malaysia,340,8948,5067366,Financial Websites
spanishdict.com,766.6916847229,157.787799835205,461,78.8938999176025,7313,1684,249430,Malaysia,318,14246,13294344,Other
goodhousekeeping.com,335.294246673584,158.05459022522,161,79.0272951126099,2881,1766,419437,Malaysia,163,4277,2058751,Other
dominos.com,334.425449371338,268.973588943481,554,134.486794471741,4962,3246,57277,Malaysia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
twitch.tv,329.284906387329,158.644676208496,0,79.3223381042481,9237,2955,220253,Malaysia,162,5526,1599942,Entertainment Websites
pexels.com,403.423070907593,188.136339187622,196,94.068169593811,6212,2405,140920,Malaysia,885,12527,2799422,Other
poki.com,673.303127288818,236.4182472229,203,118.20912361145,7885,2168,275741,Malaysia,1007,9519,721845,Gaming Websites
caranddriver.com,330.436229705811,162.044286727905,163,81.0221433639526,3781,1855,456753,Malaysia,158,4177,1976917,Other
hotels.com,348.431825637817,178.362369537354,654,89.1811847686768,,5110,913918,Malaysia,331,39651,27713912,Other
globo.com,1021.91138267517,161.043882369995,520,80.5219411849976,,8184,1041281,Malaysia,318,26902,22551683,Other
theguardian.com,403.160333633423,159.3017578125,161,79.65087890625,4501,1459,1212067,Malaysia,11633,63588,3123336,News Websites
wellsfargo.com,415.841341018677,159.764051437378,194,79.882025718689,4497,2492,132027,Malaysia,158,1132,113119,Other
expedia.com,818.303346633911,174.388408660889,643,87.1942043304443,19887,4244,1460816,Malaysia,321,25680,22803223,Other
realtor.com,1013.5338306427,160.535097122192,1058,80.2675485610962,,2538,969508,Malaysia,489,461772,64341832,Other
crazygames.com,1330.242395401,163.583040237427,186,81.7915201187134,13840,4417,597239,Malaysia,1462,31045,14914005,Gaming Websites
digitaltrends.com,338.292360305786,168.158531188965,171,84.0792655944824,,2755,668751,Malaysia,645,166537,37487027,Other
nintendo.com,1521.46601676941,169.86083984375,159,84.930419921875,4097,2099,767718,Malaysia,347,4458,741609,Gaming Websites
akc.org,490.572690963745,159.107208251953,164,79.5536041259766,10850,1458,600518,Malaysia,320,102339,56425923,Other
fast.com,622.652769088745,159.362554550171,205,79.6812772750855,3845,3767,25627,Malaysia,158,3026,4587843,Other
decathlon.com,332.15069770813,162.630081176758,174,81.3150405883789,10365,3673,1198753,Malaysia,170,28068,25444882,Other
stackoverflow.com,512.051582336426,158.771514892578,422,79.3857574462891,2964,2405,175935,Malaysia,4830,39843,2883245,Other
calculator.net,1128.49307060242,1208.91451835632,373,604.457259178162,4251,3202,11466,Malaysia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
www2.hm.com,805.032730102539,160.01033782959,444,80.0051689147949,8353,5092,1288684,Malaysia,0,1204,305220,Other
google.com,412.311792373657,160.342454910278,366,80.1712274551392,6570,3259,145379,Mexico,162,4766,6263750,Other
facebook.com,378.578186035156,167.340040206909,312,83.6700201034546,4289,3771,67193,Mexico,160,7533,18162816,Social Media Sites
imdb.com,666.35012626648,162.034749984741,1542,81.0173749923706,18817,4154,793125,Mexico,825,29512,2040780,Entertainment Websites
apple.com,402.547836303711,161.752939224243,289,80.8764696121216,4825,2181,255296,Mexico,621,3494,200249,Other
pinterest.com,393.995761871338,162.09602355957,355,81.0480117797852,2885,2880,261485,Mexico,161,1376,72057,Social Media Sites
yelp.com,439.107894897461,161.489963531494,579,80.7449817657471,2983,2979,64566,Mexico,161,2751,1802645,Other
wiktionary.org,398.055076599121,161.550045013428,262,80.7750225067139,1493,1452,61262,Mexico,159,997,49888,Other
dictionary.com,576.934814453125,162.917613983154,194,81.4588069915772,,2328,247551,Mexico,655,48096,22006559,Educational Websites
yahoo.com,500.65541267395,160.899639129639,317,80.4498195648193,16576,4884,977426,Mexico,2429,130622,48494168,Other
cambridge.org,496.081352233887,159.997701644897,518,79.9988508224487,5443,3495,285853,Mexico,0,1762,586586,Educational Websites
britannica.com,668.159961700439,163.395881652832,500,81.697940826416,,2524,158577,Mexico,813,55306,31181921,Educational Websites
weather.com,449.985265731812,160.826683044434,988,80.4133415222168,,2539,1004069,Mexico,1495,169904,21993802,Other
walmart.com,444.876432418823,161.117792129517,529,80.5588960647583,7083,3008,107738,Mexico,345,2568,805043,E-commerce Platforms
espn.com,374.665260314941,160.51173210144,319,80.2558660507202,20573,4112,663053,Mexico,810,31679,19614594,Other
linkedin.com,538.620710372925,161.108255386353,214,80.5541276931763,1122,1120,24571,Mexico,160,1046,58341,Social Media Sites
espncricinfo.com,1148.58651161194,164.12353515625,223,82.061767578125,,3011,577081,Mexico,885,69624,36086695,Other
craigslist.org,657.457828521729,168.274164199829,230,84.1370820999146,3593,2003,53374,Mexico,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,922.369480133057,162.027835845947,371,81.0139179229736,4827,3413,197717,Mexico,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,640.369653701782,161.126375198364,308,80.5631875991821,6010,3512,64366,Mexico,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
mayoclinic.org,746.065616607666,172.286987304688,604,86.1434936523438,8539,2671,557852,Mexico,504,17136,14492358,Health and Medical Websites
cricbuzz.com,885.224580764771,174.225807189941,182,87.1129035949707,13484,1061,142429,Mexico,399,39635,32112447,Other
timeanddate.com,456.004142761231,163.270950317383,372,81.6354751586914,,1656,71270,Mexico,162,73143,17310723,Other
webmd.com,644.297122955322,164.217948913574,308,82.1089744567871,,2822,307009,Mexico,999,96565,14440623,Health and Medical Websites
thesaurus.com,585.976362228394,160.903930664063,190,80.4519653320313,,2436,243095,Mexico,503,55785,20871793,Other
whatsapp.com,368.803024291992,160.7506275177,602,80.3753137588501,4562,3448,258858,Mexico,651,9431,10956378,Other
rottentomatoes.com,453.475713729858,160.769701004028,198,80.3848505020142,3674,2232,337283,Mexico,491,4040,465684,Entertainment Websites
bbc.com,396.732330322266,162.366390228271,764,81.1831951141357,6327,4271,213797,Mexico,328,2580,141727,News Websites
bestbuy.com,464.844226837158,160.391092300415,272,80.1955461502075,2037,1754,6928,Mexico,161,830,24976,E-commerce Platforms
healthline.com,342.218637466431,160.631895065308,315,80.3159475326538,11031,2739,355206,Mexico,483,22851,12453081,Health and Medical Websites
netflix.com,1058.48956108093,161.128520965576,923,80.5642604827881,7087,5009,489276,Mexico,323,4549,4897162,Entertainment Websites
indeed.com,337.849140167236,167.48571395874,295,83.7428569793701,7463,4392,199859,Mexico,161,17911,9242914,Other
xvideos.com,921.688795089722,162.145614624023,445,81.0728073120117,4814,3254,1296157,Mexico,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
spotify.com,386.65509223938,160.794258117676,263,80.3971290588379,6975,3093,90209,Mexico,325,7461,8005633,Entertainment Websites
livescore.com,386.765718460083,161.409378051758,194,80.7046890258789,5364,1861,252795,Mexico,164,2844,2398347,Other
ebay.com,443.691968917847,160.799264907837,491,80.3996324539185,5282,3489,518950,Mexico,514,9604,2729650,E-commerce Platforms
pornhub.com,386.929035186768,160.879850387573,459,80.4399251937866,6526,2871,678915,Mexico,161,4765,6149608,Other
ytmp3.cc,1150.21371841431,161.666631698608,417,80.8333158493042,5393,2963,165059,Mexico,0,16082,14099198,Other
nih.gov,652.982473373413,162.14919090271,240,81.074595451355,5755,2601,81118,Mexico,822,19439,11043212,Health and Medical Websites
tiktok.com,380.433320999146,160.578966140747,774,80.2894830703735,4505,3070,658624,Mexico,324,3954,1499782,Other
steampowered.com,507.524490356445,165.412187576294,159,82.706093788147,4788,2514,503210,Mexico,166,2302,1536711,Other
investopedia.com,9617.5012588501,946.239709854126,6755,473.119854927063,14051,14040,147,Mexico,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,2328.15098762512,162.113189697266,279,81.0565948486328,2328,1907,236830,Mexico,163,1001,52858,Health and Medical Websites
blog.google,428.571701049805,160.202503204346,264,80.1012516021729,5345,2247,310950,Mexico,1760,29406,20923673,Other
cnbc.com,511.019945144653,161.89455986023,263,80.9472799301147,2967,1284,2256638,Mexico,167,817,16482,News Websites
indiatimes.com,330.588817596436,162.332057952881,498,81.1660289764404,13583,1618,1117967,Mexico,494,31170,27291962,Other
roblox.com,660.184144973755,163.22135925293,449,81.6106796264648,5297,4446,96955,Mexico,1932,10756,445042,Gaming Websites
flashscore.com,393.193960189819,161.504030227661,234,80.7520151138306,3058,2116,298162,Mexico,0,1286,768113,Other
adobe.com,505.872964859009,160.38966178894,270,80.1948308944702,3722,2755,318324,Mexico,323,2601,382408,Other
speedtest.net,572.092771530151,161.830902099609,359,80.9154510498047,,2227,166405,Mexico,812,63395,31115119,Other
ssyoutube.com,334.460496902466,168.290853500366,326,84.1454267501831,4790,2559,30200,Mexico,323,5842,4641151,Other
unsplash.com,602.290391921997,161.420583724976,191,80.7102918624878,5207,2750,388392,Mexico,162,1844,1510139,Other
vocabulary.com,345.500946044922,160.521984100342,427,80.2609920501709,5913,3744,44883,Mexico,323,9533,7823310,Other
mcdonalds.com,446.484088897705,161.248683929443,214,80.6243419647217,5434,3483,265473,Mexico,970,8372,3648485,Other
deepl.com,721.675872802734,163.305044174194,551,81.6525220870972,5944,3578,229298,Mexico,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
forbes.com,582.891464233398,163.137435913086,189,81.568717956543,,2565,956405,Mexico,832,118140,42559694,Financial Websites
booking.com,535.970687866211,165.231704711914,567,82.615852355957,14999,3337,714327,Mexico,610,16379,9603575,Other
xhamster.com,384.59038734436,177.302598953247,850,88.6512994766235,12078,4879,338763,Mexico,0,2631,1540697,Other
xe.com,444.2458152771,177.581071853638,203,88.7905359268189,4626,2841,470399,Mexico,344,5502,3390060,Other
coinmarketcap.com,388.211727142334,161.519765853882,239,80.7598829269409,4456,2867,274412,Mexico,814,9696,3650104,Financial Websites
spanishdict.com,445.279836654663,161.142110824585,289,80.5710554122925,,858,284067,Mexico,161,54478,17233359,Other
goodhousekeeping.com,405.295372009277,161.195039749146,191,80.5975198745728,4530,2880,419544,Mexico,1157,3207,1589929,Other
dominos.com,335.516452789307,160.705327987671,722,80.3526639938355,7879,1148,47710,Mexico,162,4438,4774371,Other
twitch.tv,391.347885131836,180.696964263916,0,90.348482131958,7839,2784,225143,Mexico,354,3453,1563728,Entertainment Websites
poki.com,332.598924636841,160.487651824951,198,80.2438259124756,13471,1257,275741,Mexico,16624,115118,8758473,Gaming Websites
caranddriver.com,393.288135528564,168.251752853394,208,84.1258764266968,20087,1884,495772,Mexico,866,46981,27877436,Other
github.com,456.237316131592,162.01114654541,249,81.0055732727051,3970,2936,234647,Mexico,161,1063,70279,Other
hotels.com,466.304779052734,161.116123199463,641,80.5580615997314,19375,5230,906036,Mexico,321,11632,9110158,Other
globo.com,1536.86571121216,602.888345718384,1373,301.444172859192,,13753,1032000,Mexico,1347,72790,30087443,Other
theguardian.com,384.522914886475,163.370609283447,297,81.6853046417236,4256,1442,1206363,Mexico,12876,77561,3484348,News Websites
wellsfargo.com,390.014886856079,163.587331771851,159,81.7936658859253,4199,2848,131207,Mexico,161,2727,2482280,Other
expedia.com,399.420499801636,160.992383956909,722,80.4961919784546,19038,3249,1465604,Mexico,519,27857,27490025,Other
realtor.com,748.855829238892,161.313533782959,721,80.6567668914795,,2130,954795,Mexico,970,227413,59920374,Other
crazygames.com,337.879419326782,162.514448165894,201,81.2572240829468,7553,2968,597240,Mexico,990,23764,20650371,Gaming Websites
