,Unnamed: 0.1,Unnamed: 0,Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
1667,1685,1791,akc.org,142.004728317261,44.8598861694336,76.0,22.4299430847168,11746.0,622.0,601182.0,85.202.81.200,Helsinki,Finland,216,45870,43560795,Other
1668,1686,1792,fast.com,149.497747421265,40.3869152069092,186.0,20.1934576034546,3220.0,1488.0,25627.0,85.202.81.200,Helsinki,Finland,81,3230,13767599,Other
1669,1687,1793,decathlon.com,97.4366664886475,42.0827865600586,54.0,21.0413932800293,10671.0,1423.0,1197999.0,85.202.81.200,Helsinki,Finland,207,18022,26094173,Other
1670,1688,1795,stackoverflow.com,127.599716186523,40.3673648834229,153.0,20.1836824417114,951.0,836.0,175937.0,85.202.81.200,Helsinki,Finland,200,1586,1984513,Other
1671,1689,1796,calculator.net,432.64102935791,43.1885719299316,441.0,21.5942859649658,2047.0,1770.0,11466.0,85.202.81.200,Helsinki,Finland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
1672,1690,1798,www2.hm.com,82.9415321350098,42.2549247741699,126.0,21.127462387085,1480.0,1191.0,46951.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1673,1691,1799,grubhub.com,86.7295265197754,40.0266647338867,68.0,20.0133323669434,873.0,321.0,2701.0,85.202.81.200,Helsinki,Finland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1674,1692,1800,google.com,64.1183853149414,24.0035057067871,94.0,12.0017528533936,2195.0,838.0,197818.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1675,1693,1801,facebook.com,52.6094436645508,24.8734951019287,233.0,12.4367475509644,2338.0,2041.0,132855.0,77.78.71.106,Paris,France,25,13304,46591395,Social Media Sites
1676,1694,1802,amazon.com,335.330247879028,25.0823497772217,188.0,12.5411748886108,1303.0,833.0,809450.0,77.78.71.106,Paris,France,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
1677,1695,1803,imdb.com,327.768802642822,28.031587600708,1371.0,14.015793800354,3982.0,2245.0,739833.0,77.78.71.106,Paris,France,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
1678,1696,1804,apple.com,58.9773654937744,25.3634452819824,180.0,12.6817226409912,1756.0,1181.0,255296.0,77.78.71.106,Paris,France,108,746,200249,Other
1679,1697,1805,merriam-webster.com,56.2460422515869,23.4847068786621,36.0,11.7423534393311,1945.0,455.0,267153.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites
1680,1698,1806,pinterest.com,71.3036060333252,25.6538391113281,257.0,12.8269195556641,734.0,729.0,260475.0,77.78.71.106,Paris,France,0,226,657028,Social Media Sites
1681,1699,1807,yelp.com,71.9566345214844,26.749849319458,912.0,13.374924659729,2138.0,2132.0,136591.0,77.78.71.106,Paris,France,0,162,305220,Other
1682,1700,1808,tripadvisor.com,,,,,,,,77.78.71.106,Paris,France,,,,Other
1683,1701,1809,wiktionary.org,75.587272644043,24.9943733215332,68.0,12.4971866607666,393.0,385.0,61262.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1684,1702,1810,dictionary.com,116.79482460022,24.0044593811035,46.0,12.0022296905518,1710.0,572.0,205898.0,77.78.71.106,Paris,France,150,3154,5505724,Educational Websites
1685,1703,1811,yahoo.com,249.197721481323,26.5936851501465,119.0,13.2968425750732,1672.0,1533.0,45118.0,77.78.71.106,Paris,France,22,487,619184,Other
1686,1704,1812,cambridge.org,85.1767063140869,24.5473384857178,86.0,12.2736692428589,1109.0,604.0,285926.0,77.78.71.106,Paris,France,0,380,586586,Educational Websites
1687,1705,1813,britannica.com,318.271636962891,53.0343055725098,217.0,26.5171527862549,6798.0,750.0,153651.0,77.78.71.106,Paris,France,73,4816,11969976,Educational Websites
1688,1706,1814,weather.com,79.1704654693604,23.4827995300293,53.0,11.7413997650146,1423.0,515.0,738670.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1690,1708,1816,walmart.com,56.1299324035645,28.3510684967041,134.0,14.1755342483521,3153.0,335.0,183599.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1691,1709,1817,espn.com,57.7623844146729,25.5250930786133,135.0,12.7625465393066,4506.0,1653.0,623190.0,77.78.71.106,Paris,France,0,1999,9242227,Other
1692,1710,1818,linkedin.com,85.3300094604492,28.3787250518799,366.0,14.1893625259399,1037.0,615.0,133356.0,77.78.71.106,Paris,France,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
1693,1711,1819,homedepot.com,54.7158718109131,24.2397785186768,270.0,12.1198892593384,748.0,748.0,226.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1694,1712,1820,espncricinfo.com,777.371883392334,23.6656665802002,41.0,11.8328332901001,2280.0,929.0,565394.0,77.78.71.106,Paris,France,48,1601,5822820,Other
1695,1713,1821,craigslist.org,343.364715576172,29.1039943695068,116.0,14.5519971847534,1904.0,1025.0,54089.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1696,1714,1822,xnxx.com,103.145122528076,23.7410068511963,115.0,11.8705034255981,1172.0,902.0,200631.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1697,1715,1823,gsmarena.com,82.3864936828613,24.2884159088135,31.0,12.1442079544067,1192.0,672.0,64013.0,77.78.71.106,Paris,France,0,712,2566235,Other
1698,1716,1824,mayoclinic.org,418.034791946411,23.8614082336426,150.0,11.9307041168213,18108.0,823.0,557843.0,77.78.71.106,Paris,France,52,4229,10067911,Health and Medical Websites
1699,1717,1825,cricbuzz.com,339.501142501831,26.9262790679932,32.0,13.4631395339966,1967.0,236.0,133980.0,77.78.71.106,Paris,France,80,4578,13470261,Other
1700,1718,1826,timeanddate.com,213.951826095581,26.8003940582275,91.0,13.4001970291138,1043.0,605.0,65834.0,77.78.71.106,Paris,France,0,938,2398347,Other
1701,1719,1827,webmd.com,336.234569549561,30.0338268280029,61.0,15.0169134140015,1495.0,840.0,416771.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Health and Medical Websites
1702,1720,1828,thesaurus.com,98.111629486084,26.5743732452393,48.0,13.2871866226196,1621.0,527.0,203653.0,77.78.71.106,Paris,France,82,2736,4840924,Other
1703,1721,1829,whatsapp.com,55.0103187561035,26.1216163635254,918.0,13.0608081817627,1981.0,1560.0,279527.0,77.78.71.106,Paris,France,69,3261,14089023,Other
1704,1722,1830,rottentomatoes.com,73.0795860290527,23.9715576171875,52.0,11.9857788085938,11160.0,1737.0,531345.0,77.78.71.106,Paris,France,1250,6546,2314075,Entertainment Websites
1705,1723,1831,bbc.com,73.4548568725586,23.6964225769043,340.0,11.8482112884521,1978.0,1346.0,216316.0,77.78.71.106,Paris,France,50,1055,1965842,News Websites
1706,1724,1832,bestbuy.com,104.644060134888,22.9096412658691,240.0,11.4548206329346,1179.0,565.0,6928.0,77.78.71.106,Paris,France,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
1707,1725,1833,healthline.com,62.6199245452881,24.2078304290771,578.0,12.1039152145386,1816.0,913.0,187638.0,77.78.71.106,Paris,France,26,206,191643,Health and Medical Websites
1708,1726,1834,netflix.com,111.281871795654,49.5357513427734,467.0,24.7678756713867,4064.0,2427.0,505519.0,77.78.71.106,Paris,France,121,11516,55010462,Entertainment Websites
1709,1727,1835,indeed.com,66.2093162536621,24.4145393371582,98.0,12.2072696685791,1868.0,964.0,240704.0,77.78.71.106,Paris,France,118,1514,3539053,Other
1710,1728,1836,thefreedictionary.com,476.54128074646,23.7514972686768,141.0,11.8757486343384,2803.0,823.0,1423869.0,77.78.71.106,Paris,France,47,5398,12436936,Educational Websites
1711,1729,1837,xvideos.com,107.383489608765,26.0522365570068,102.0,13.0261182785034,1076.0,765.0,131545.0,77.78.71.106,Paris,France,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
1712,1730,1838,spotify.com,52.983283996582,23.5221385955811,62.0,11.7610692977905,2728.0,1602.0,78838.0,77.78.71.106,Paris,France,52,2959,9751976,Entertainment Websites
1713,1731,1839,livescore.com,64.2046928405762,24.2252349853516,26.0,12.1126174926758,10896.0,518.0,335892.0,77.78.71.106,Paris,France,0,1630,3000712,Other
1714,1732,1840,ebay.com,339.773654937744,23.9367485046387,275.0,11.9683742523193,1569.0,897.0,407743.0,77.78.71.106,Paris,France,77,424,627921,E-commerce Platforms
1715,1733,1841,pornhub.com,52.4888038635254,30.418872833252,92.0,15.209436416626,1231.0,572.0,37945.0,77.78.71.106,Paris,France,25,1786,4364374,Other
1716,1734,1842,ytmp3.cc,559.803485870361,31.5823554992676,191.0,15.7911777496338,4854.0,3156.0,165109.0,77.78.71.106,Paris,France,48,3676,9400970,Other
1717,1735,1844,nih.gov,326.393365859985,25.9969234466553,1146.0,12.9984617233276,3268.0,1654.0,81225.0,77.78.71.106,Paris,France,69,8530,11120038,Health and Medical Websites
1718,1736,1845,tiktok.com,58.6001873016357,23.9596366882324,840.0,11.9798183441162,1927.0,1620.0,702321.0,77.78.71.106,Paris,France,0,924,900676,Other
1719,1737,1846,steampowered.com,158.620119094849,23.3242511749268,25.0,11.6621255874634,1828.0,745.0,502645.0,77.78.71.106,Paris,France,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
1720,1738,1847,investopedia.com,95.1097011566162,23.8747596740723,6133.0,11.9373798370361,6266.0,6259.0,147.0,77.78.71.106,Paris,France,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
1721,1739,1848,cdc.gov,499.521017074585,32.8884124755859,40.0,16.444206237793,680.0,447.0,230427.0,77.78.71.106,Paris,France,24,153,52858,Health and Medical Websites
1722,1740,1849,nordstrom.com,83.8415622711182,22.9570865631104,213.0,11.4785432815552,695.0,695.0,209965.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
1723,1741,1850,blog.google,61.0218048095703,23.7715244293213,219.0,11.8857622146606,3329.0,600.0,311293.0,77.78.71.106,Paris,France,464,19249,26927146,Other
1724,1742,1851,cnbc.com,282.920598983765,33.0145359039307,122.0,16.5072679519653,839.0,454.0,2312486.0,77.78.71.106,Paris,France,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",News Websites
1725,1743,1852,indiatimes.com,54.1667938232422,24.7676372528076,42.0,12.3838186264038,6915.0,342.0,816142.0,77.78.71.106,Paris,France,226,31819,40643124,Other
1726,1744,1853,roblox.com,54.6090602874756,24.2288112640381,357.0,12.114405632019,1868.0,1392.0,95600.0,77.78.71.106,Paris,France,76,625,229260,Gaming Websites
1727,1745,1854,flashscore.com,54.4736385345459,25.7868766784668,30.0,12.8934383392334,771.0,641.0,298162.0,77.78.71.106,Paris,France,72,1010,2583209,Other
1728,1746,1855,thepiratebay.org,92.416524887085,38.5644435882568,883.0,19.2822217941284,1741.0,1736.0,4890.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1729,1747,1856,adobe.com,65.0458335876465,29.7014713287354,47.0,14.8507356643677,1862.0,950.0,317586.0,77.78.71.106,Paris,France,70,625,526207,Other
1730,1748,1857,speedtest.net,111.571550369263,23.9517688751221,114.0,11.975884437561,1677.0,481.0,153670.0,77.78.71.106,Paris,France,27,2015,7341305,Other
1731,1749,1858,ssyoutube.com,62.5030994415283,26.8957614898682,88.0,13.4478807449341,1599.0,458.0,30024.0,77.78.71.106,Paris,France,76,2708,4641151,Other
1732,1750,1859,unsplash.com,131.797313690186,27.8360843658447,44.0,13.9180421829224,2576.0,973.0,377731.0,77.78.71.106,Paris,France,94,5063,6769072,Other
1733,1751,1860,lowes.com,,,,,,,,77.78.71.106,Paris,France,,,,Other
1734,1752,1861,vocabulary.com,84.2857360839844,33.0636501312256,360.0,16.5318250656128,2833.0,1431.0,45283.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1735,1753,1862,mcdonalds.com,210.022687911987,25.0511169433594,102.0,12.5255584716797,3390.0,2357.0,265421.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1736,1754,1863,deepl.com,151.311635971069,40.5158996582031,140.0,20.2579498291016,1508.0,1218.0,228337.0,77.78.71.106,Paris,France,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
1737,1755,1865,bloomberg.com,209.53893661499,26.1554718017578,45.0,13.0777359008789,955.0,548.0,14423.0,77.78.71.106,Paris,France,25,424,963852,Financial Websites
1738,1756,1866,forbes.com,106.120824813843,23.7789154052734,35.0,11.8894577026367,1231.0,660.0,596438.0,77.78.71.106,Paris,France,26,188,32031,Financial Websites
1739,1757,1867,booking.com,51.9657135009766,60.7740879058838,488.0,30.3870439529419,1528.0,1394.0,565597.0,77.78.71.106,Paris,France,39,368,308916,Other
1740,1758,1868,xhamster.com,54.7902584075928,23.3731269836426,273.0,11.6865634918213,3569.0,1431.0,331931.0,77.78.71.106,Paris,France,0,1642,4792030,Other
1741,1759,1869,xe.com,62.4563694000244,24.1653919219971,38.0,12.0826959609985,1303.0,949.0,458138.0,77.78.71.106,Paris,France,72,557,1602828,Other
1742,1760,1871,coinmarketcap.com,54.9988746643066,27.9078483581543,34.0,13.9539241790771,3160.0,817.0,276346.0,77.78.71.106,Paris,France,49,6193,9092702,Financial Websites
1743,1761,1872,spanishdict.com,209.447145462036,23.7507820129395,138.0,11.8753910064697,2307.0,311.0,217272.0,77.78.71.106,Paris,France,83,3003,4662469,Other
1744,1762,1873,goodhousekeeping.com,84.2821598052979,34.6722602844238,45.0,17.3361301422119,1094.0,648.0,421742.0,77.78.71.106,Paris,France,29,775,385010,Other
1745,1763,1874,dominos.com,120.427846908569,26.1611938476562,234.0,13.0805969238281,2701.0,408.0,47710.0,77.78.71.106,Paris,France,117,1887,6193075,Other
1746,1765,1876,pexels.com,55.1581382751465,23.8320827484131,58.0,11.9160413742065,1010.0,711.0,145405.0,77.78.71.106,Paris,France,115,1925,4284420,Other
1747,1766,1877,poki.com,55.8116436004639,25.8159637451172,60.0,12.9079818725586,11151.0,356.0,279293.0,77.78.71.106,Paris,France,3726,29792,12458943,Gaming Websites
1748,1767,1878,caranddriver.com,71.5000629425049,23.6372947692871,44.0,11.8186473846436,875.0,610.0,457664.0,77.78.71.106,Paris,France,27,1311,2140597,Other
1749,1768,1879,github.com,68.3979988098145,31.179666519165,38.0,15.5898332595825,823.0,752.0,234647.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1750,1769,1880,hotels.com,95.39794921875,28.4686088562012,376.0,14.2343044281006,2814.0,2376.0,957762.0,77.78.71.106,Paris,France,33,201,48110,Other
1751,1770,1881,globo.com,571.821451187134,25.87890625,249.0,12.939453125,14780.0,3292.0,1036930.0,77.78.71.106,Paris,France,148,12171,20769073,Other
1752,1771,1882,theguardian.com,65.995454788208,23.6802101135254,36.0,11.8401050567627,11157.0,396.0,1251474.0,77.78.71.106,Paris,France,2746,14675,4407010,News Websites
1753,1772,1884,wellsfargo.com,81.7151069641113,31.25,32.0,15.625,1548.0,1076.0,131973.0,77.78.71.106,Paris,France,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
1754,1773,1885,expedia.com,55.0539493560791,24.0762233734131,495.0,12.0381116867065,11661.0,2163.0,1381232.0,77.78.71.106,Paris,France,24,14709,24335707,Other
1755,1774,1886,realtor.com,586.613178253174,23.9391326904297,655.0,11.9695663452148,21722.0,1231.0,954249.0,77.78.71.106,Paris,France,157,108001,52561678,Other
1756,1775,1887,crazygames.com,55.6247234344482,24.005651473999,44.0,12.0028257369995,1091.0,832.0,596763.0,77.78.71.106,Paris,France,1972,17316,3737482,Gaming Websites
1757,1776,1888,digitaltrends.com,69.3514347076416,23.1063365936279,48.0,11.553168296814,7962.0,2503.0,646553.0,77.78.71.106,Paris,France,23,11561,18700695,Other
1758,1777,1889,nba.com,372.923135757446,23.5793590545654,59.0,11.7896795272827,2528.0,1626.0,298467.0,77.78.71.106,Paris,France,24,3100,10461796,Other
1759,1778,1890,nintendo.com,566.673278808594,24.8317718505859,36.0,12.415885925293,1157.0,808.0,767375.0,77.78.71.106,Paris,France,76,825,741609,Gaming Websites
1760,1779,1891,akc.org,112.092971801758,23.8163471221924,41.0,11.9081735610962,6427.0,457.0,600992.0,77.78.71.106,Paris,France,93,55019,56760954,Other
1761,1780,1892,fast.com,109.757423400879,23.629903793335,35.0,11.8149518966675,3608.0,1768.0,25695.0,77.78.71.106,Paris,France,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
1762,1781,1893,decathlon.com,65.6015872955322,23.8611698150635,31.0,11.9305849075317,5339.0,1188.0,1197968.0,77.78.71.106,Paris,France,1178,29208,30479657,Other
1763,1782,1895,stackoverflow.com,122.570276260376,24.4688987731934,110.0,12.2344493865967,728.0,543.0,175936.0,77.78.71.106,Paris,France,150,1433,2020533,Other
1764,1783,1896,calculator.net,422.099828720093,27.7512073516846,107.0,13.8756036758423,730.0,551.0,11466.0,77.78.71.106,Paris,France,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
1765,1784,1898,www2.hm.com,75.6180286407471,33.9670181274414,73.0,16.9835090637207,1962.0,1285.0,798376.0,77.78.71.106,Paris,France,23,364,115347,Other
1766,1785,1899,grubhub.com,72.3440647125244,24.3804454803467,133.0,12.1902227401733,6348.0,758.0,260603.0,77.78.71.106,Paris,France,471,20365,29871722,Other
1767,1786,1900,google.com,44.5034503936768,16.3822174072266,154.0,8.19110870361328,2423.0,1009.0,197474.0,159.48.53.197,Frankfurt am Main,Germany,169,3111,10744508,Other
1768,1787,1901,facebook.com,40.5356884002686,16.1309242248535,158.0,8.06546211242676,1959.0,1661.0,132965.0,159.48.53.197,Frankfurt am Main,Germany,16,11262,49750126,Social Media Sites
1769,1788,1902,amazon.com,425.603866577148,14.9993896484375,168.0,7.49969482421875,1314.0,900.0,739369.0,159.48.53.197,Frankfurt am Main,Germany,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
1770,1789,1903,imdb.com,461.66467666626,14.9548053741455,1199.0,7.47740268707275,3685.0,1920.0,931308.0,159.48.53.197,Frankfurt am Main,Germany,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
